verdict	convention	pattern	dyn_uses	class	java_kind	concrete_impls	why	sample_sites
fix	STRUCT	P1	19	RecursiveDescentSolver	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/assembler/assembly_selector.rs:347 ghidra-rs/src/app/plugin/assembler/generic_assembler.rs:868 ghidra-rs/src/app/plugin/assembler/sleigh/expr/abstract_binary_expression_solver.rs:73
fix	ARENA	P3	18	Equate	interface	2	decided ARENA: hold a Copy ID resolved against the store, not a trait object (OWNERSHIP_MIGRATION.md convention 1)	ghidra-rs/src/program/database/symbol/equate_db.rs:35 ghidra-rs/src/program/database/symbol/equate_manager.rs:40 ghidra-rs/src/program/database/symbol/equate_manager.rs:150
fix	STRUCT	P2	18	Mask	interface	1	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/database/code/prototype_manager.rs:257 ghidra-rs/src/program/database/code/prototype_manager.rs:261 ghidra-rs/src/program/model/lang/parser_context.rs:61
fix		P1	18	StringDataInstance	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/array_stringable.rs:26 ghidra-rs/src/program/model/data/array_stringable.rs:142 ghidra-rs/src/program/model/data/string_data_instance.rs:21
fix		P1	18	FlowType	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/block/code_block_model.rs:129 ghidra-rs/src/program/model/block/code_block_model.rs:263 ghidra-rs/src/program/model/block/code_block_reference.rs:23
fix	STRUCT	P2	17	RepositoryHandle	interface	1	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/remote/repository_handle.rs:476 ghidra-rs/src/framework/remote/repository_handle.rs:496 ghidra-rs/src/framework/remote/repository_handle.rs:510
fix	STRUCT	P1	17	DirectedGraph	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/util/graph/directed_graph.rs:85 ghidra-rs/src/util/graph/directed_graph.rs:90 ghidra-rs/src/util/graph/directed_graph.rs:93
fix	STRUCT	P1	17	FileSystemRef	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/filesystem/gfilesystem/file_system_ref.rs:25 ghidra-rs/src/filesystem/gfilesystem/file_system_ref.rs:40 ghidra-rs/src/filesystem/gfilesystem/file_system_ref.rs:86
fix		P1	17	ClangToken	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/decompiler/clang_line.rs:6 ghidra-rs/src/app/decompiler/clang_line.rs:15 ghidra-rs/src/app/decompiler/clang_line.rs:40
fix		P1	17	VTSessionDB	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/feature/seam_stubs.rs:502 ghidra-rs/src/feature/vt/api/main/vt_association.rs:101 ghidra-rs/src/feature/vt/api/main/db/association_database_manager.rs:137
fix	STRUCT	P1	16	DBCachedObjectIndex	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/util/database/db_cached_object_index.rs:84 ghidra-rs/src/util/database/db_cached_object_index.rs:315 ghidra-rs/src/util/database/db_cached_object_index.rs:324
fix	STRUCT	P3	16	AbstractAssemblyProduction	class	3	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/assembler/sleigh/grammars/abstract_assembly_production.rs:95 ghidra-rs/src/app/plugin/assembler/sleigh/grammars/abstract_assembly_production.rs:241 ghidra-rs/src/app/plugin/assembler/sleigh/grammars/abstract_assembly_grammar.rs:77
fix		P1	16	TraceRegisterUtils	enum	0	Java is a enum, not an interface -- use the concrete type	ghidra-rs/src/trace/database/space/db_trace_space_based.rs:180 ghidra-rs/src/trace/database/guest/db_trace_platform_manager.rs:323 ghidra-rs/src/trace/database/guest/internal_trace_platform.rs:99
fix		P1	16	KeyBindingData	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/docking/action/docking_action_if.rs:88 ghidra-rs/src/docking/action/docking_action_if.rs:92 ghidra-rs/src/docking/action/docking_action_if.rs:144
fix	STRUCT	P1	15	BlockMap	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/seam_stubs.rs:1568 ghidra-rs/src/program/seam_stubs.rs:1579 ghidra-rs/src/program/model/pcode/block_graph.rs:160
fix	STRUCT	P5	15	ProgramArchitecture	interface	5	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/lang/program_architecture.rs:537 ghidra-rs/src/program/model/listing/variable_storage.rs:219 ghidra-rs/src/program/model/listing/variable_storage.rs:411
fix		P1	15	DBTraceMemorySpace	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/trace/seam_stubs.rs:1638 ghidra-rs/src/trace/database/memory/db_trace_memory_manager.rs:85 ghidra-rs/src/trace/database/memory/db_trace_memory_manager.rs:100
fix	STRUCT	P2	15	TraceCodeSpace	interface	1	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/model/trace.rs:319 ghidra-rs/src/trace/model/trace.rs:326 ghidra-rs/src/trace/model/trace.rs:334
fix	ITER	P1	15	MsSymbolIterator	class	0	decided ITER: becomes a type implementing std::iter::Iterator	ghidra-rs/src/format/pdb2/pdbreader/ms_symbol_iterator.rs:76 ghidra-rs/src/format/pdb2/pdbreader/ms_symbol_iterator.rs:178 ghidra-rs/src/format/pdb2/pdbreader/global_reference_iterator.rs:63
fix		P1	14	BufferFileBlock	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/framework/db/buffers/input_block_stream.rs:15 ghidra-rs/src/framework/db/buffers/input_block_stream.rs:51 ghidra-rs/src/framework/db/buffers/output_block_stream.rs:15
fix		P1	14	HelpLocation	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/framework/options/options.rs:87 ghidra-rs/src/framework/options/options.rs:92 ghidra-rs/src/framework/options/options.rs:98
fix	STRUCT	P3	14	PatchEncoder	interface	2	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/database/code/prototype_manager.rs:398 ghidra-rs/src/program/model/lang/parser_context.rs:180 ghidra-rs/src/program/model/lang/instruction_prototype.rs:267
fix	STRUCT	P5	14	AssemblyParseTreeNode	class	8	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/plugin/assembler/sleigh/sem/abstract_assembly_state.rs:329 ghidra-rs/src/app/plugin/assembler/sleigh/sem/abstract_assembly_tree_resolver.rs:297 ghidra-rs/src/app/plugin/assembler/sleigh/sem/abstract_assembly_tree_resolver.rs:684
fix	STRUCT	P1	13	GhidraFolderData	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/data/ghidra_folder_data.rs:86 ghidra-rs/src/framework/data/ghidra_folder_data.rs:97 ghidra-rs/src/framework/data/ghidra_folder_data.rs:158
fix		P1	13	InjectContext	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/seam_stubs.rs:992 ghidra-rs/src/program/model/lang/inject_payload_sleigh.rs:172 ghidra-rs/src/program/model/lang/inject_payload_sleigh.rs:181
fix	STRUCT	P5	13	HighVariable	class	5	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/seam_stubs.rs:1751 ghidra-rs/src/program/model/pcode/high_symbol.rs:101 ghidra-rs/src/program/model/pcode/high_constant.rs:259
fix		P1	13	DBCachedObjectStoreEntrySubSet	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/util/seam_stubs.rs:546 ghidra-rs/src/util/seam_stubs.rs:560 ghidra-rs/src/util/seam_stubs.rs:565
fix		P1	13	DBCachedObjectStoreKeySubSet	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/util/seam_stubs.rs:600 ghidra-rs/src/util/seam_stubs.rs:608 ghidra-rs/src/util/seam_stubs.rs:609
fix	STRUCT	P5	13	Dimension	interface	8	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/util/database/spatial/hyper/euclidean_hyper_space.rs:13 ghidra-rs/src/util/database/spatial/hyper/euclidean_hyper_space.rs:66 ghidra-rs/src/util/database/spatial/hyper/euclidean_hyper_space.rs:80
fix		P1	13	DBTrace	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/trace/database/guest/db_trace_platform_manager.rs:34 ghidra-rs/src/trace/database/guest/db_trace_platform_manager.rs:389 ghidra-rs/src/trace/database/listing/abstract_db_trace_code_unit.rs:28
fix	ITER	P5	12	DBLongIterator	interface	5	decided ITER: becomes a type implementing std::iter::Iterator	ghidra-rs/src/program/database/symbol/equate_ref_db_adapter.rs:115 ghidra-rs/src/program/database/symbol/equate_ref_db_adapter.rs:128 ghidra-rs/src/program/database/symbol/equate_ref_db_adapter.rs:140
fix	STRUCT	P1	12	ParamEntry	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/lang/param_list_standard.rs:66 ghidra-rs/src/program/model/lang/param_list_standard.rs:190 ghidra-rs/src/program/model/lang/param_list_standard.rs:342
fix		P1	12	DataTypeInstance	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/model/data/data_type_instance.rs:12 ghidra-rs/src/program/model/data/data_type_instance.rs:20 ghidra-rs/src/program/model/data/data_type_instance.rs:95
fix	STRUCT	P3	12	ByteTrieNodeIfc	interface	2	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/util/search/trie/op.rs:9 ghidra-rs/src/util/search/trie/op.rs:22 ghidra-rs/src/util/search/trie/op.rs:37
fix	STRUCT	P3	12	Terminal	interface	2	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/debug/api/tracermi/terminal_session.rs:10 ghidra-rs/src/debug/api/tracermi/terminal_session.rs:13 ghidra-rs/src/debug/api/tracermi/terminal_session.rs:141
fix		P1	12	FieldLocation	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/app/seam_stubs.rs:1134 ghidra-rs/src/app/seam_stubs.rs:1138 ghidra-rs/src/app/seam_stubs.rs:1160
fix	STRUCT	P3	12	TraceAddressSnapRangePropertyMapSpace	interface	3	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map.rs:37 ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map.rs:44 ghidra-rs/src/trace/database/map/db_trace_address_snap_range_property_map.rs:371
fix	STRUCT	P5	12	AbstractPcodeMachine	class	8	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/pcode/emu/abstract_pcode_machine.rs:525 ghidra-rs/src/pcode/emu/default_pcode_thread.rs:14 ghidra-rs/src/pcode/emu/default_pcode_thread.rs:95
fix	STRUCT	P1	11	ApplicationProperties	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/application_identifier.rs:108 ghidra-rs/src/framework/generic_run_info.rs:315 ghidra-rs/src/framework/generic_run_info.rs:351
fix	STRUCT	P5	11	BlockStream	interface	7	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/db/buffers/block_stream.rs:6 ghidra-rs/src/framework/db/buffers/block_stream.rs:46 ghidra-rs/src/framework/db/buffers/block_stream_handle.rs:9
fix	STRUCT	P5	11	BufferFile	interface	4	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/db/buffers/managed_buffer_file.rs:20 ghidra-rs/src/framework/db/buffers/managed_buffer_file.rs:26 ghidra-rs/src/framework/db/buffers/managed_buffer_file.rs:130
fix	STRUCT	P1	11	RepositoryServerAdapter	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/client/repository_adapter.rs:104 ghidra-rs/src/framework/client/repository_server_adapter.rs:274 ghidra-rs/src/framework/model/project.rs:348
fix	STRUCT	P1	11	SimpleBlockModel	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/program/model/block/simple_block_model.rs:170 ghidra-rs/src/program/model/block/simple_block_model.rs:339 ghidra-rs/src/program/model/block/simple_block_model.rs:444
fix	STRUCT	P3	11	PcodeTraceRegistersAccess	interface	3	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/debug/api/emulation/pcode_debugger_access.rs:195 ghidra-rs/src/debug/api/emulation/pcode_debugger_access.rs:206 ghidra-rs/src/pcode/seam_stubs.rs:777
fix	STRUCT	P1	11	DBTraceGuestLanguage	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/database/guest/db_trace_platform_manager.rs:39 ghidra-rs/src/trace/database/guest/db_trace_platform_manager.rs:56 ghidra-rs/src/trace/database/guest/db_trace_platform_manager.rs:61
fix	STRUCT	P5	11	PcodeMachine	interface	8	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/pcode/emu/abstract_pcode_machine.rs:528 ghidra-rs/src/pcode/emu/abstract_pcode_machine.rs:821 ghidra-rs/src/pcode/emu/pcode_thread.rs:63
fix	STRUCT	P3	10	OutputBlockStream	interface	3	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/framework/db/buffers/output_block_stream.rs:53 ghidra-rs/src/framework/db/buffers/buffer_file_handle.rs:64 ghidra-rs/src/framework/db/buffers/buffer_file_handle.rs:231
fix		P1	10	FragmentDB	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/database/module/module_manager.rs:244 ghidra-rs/src/program/database/module/module_manager.rs:257 ghidra-rs/src/program/database/module/module_manager.rs:265
fix	STRUCT	P5	10	ErrorLogger	interface	4	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/util/error_display.rs:8 ghidra-rs/src/util/error_display.rs:15 ghidra-rs/src/util/error_display.rs:23
fix		P1	10	DBCachedObjectStore	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/util/database/db_annotated_object_factory.rs:18 ghidra-rs/src/util/database/db_annotated_object_factory.rs:64 ghidra-rs/src/util/database/db_cached_object_index.rs:60
fix	STRUCT	P5	10	SpatialMap	interface	13	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/util/database/spatial/spatial_map.rs:69 ghidra-rs/src/util/database/spatial/spatial_map.rs:153 ghidra-rs/src/util/database/spatial/spatial_map.rs:177
fix	STRUCT	P1	10	ValueStoragePage	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/util/map/value_storage_page.rs:276 ghidra-rs/src/util/map/value_storage_page.rs:419 ghidra-rs/src/util/map/value_map.rs:94
fix	STRUCT	P3	10	PcodeTracePropertyAccess	interface	2	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/debug/api/emulation/pcode_debugger_data_access.rs:108 ghidra-rs/src/debug/api/emulation/pcode_debugger_memory_access.rs:164 ghidra-rs/src/debug/api/emulation/pcode_debugger_registers_access.rs:140
fix	STRUCT	P1	10	DBTraceCodeSpace	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/seam_stubs.rs:1341 ghidra-rs/src/trace/seam_stubs.rs:1344 ghidra-rs/src/trace/database/listing/abstract_db_trace_code_unit.rs:63
fix	STRUCT	P1	10	DBTraceNamespaceSymbol	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/seam_stubs.rs:1608 ghidra-rs/src/trace/seam_stubs.rs:1622 ghidra-rs/src/trace/database/symbol/abstract_db_trace_symbol_single_type_view.rs:677
fix		P1	10	RangeList	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/decompiler/address/range.rs:149 ghidra-rs/src/decompiler/slgh_compile/sleigh_compile.rs:404 ghidra-rs/src/decompiler/slghsymbol/space_symbol.rs:106
fix		P1	9	ProgramOverlayAddressSpace	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/program/database/program_address_factory.rs:63 ghidra-rs/src/program/database/program_address_factory.rs:82 ghidra-rs/src/program/database/program_address_factory.rs:156
fix		P1	9	DBCachedObjectStoreSubMap	class	0	Java is a class, not an interface -- use the concrete type	ghidra-rs/src/util/database/db_cached_object_store_map.rs:179 ghidra-rs/src/util/database/db_cached_object_store_map.rs:182 ghidra-rs/src/util/database/db_cached_object_store_map.rs:185
fix	STRUCT	P1	9	Edge	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/util/graph/edge.rs:26 ghidra-rs/src/util/graph/edge.rs:34 ghidra-rs/src/util/graph/edge.rs:37
fix	STRUCT	P1	9	TraceConflictedMappingException	class	0	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/app/services/debugger_static_mapping_service.rs:94 ghidra-rs/src/app/services/debugger_static_mapping_service.rs:120 ghidra-rs/src/app/services/debugger_static_mapping_service.rs:1089
fix	STRUCT	P3	9	SchemaContext	interface	3	decided STRUCT: becomes the concrete type; there is nothing to dispatch over	ghidra-rs/src/trace/model/target/schema/schema_context.rs:68 ghidra-rs/src/trace/model/target/schema/default_schema_context.rs:39 ghidra-rs/src/trace/model/target/schema/default_schema_context.rs:102
