class	kind	n_concrete	extension_point	concrete_implementers
AbstractDependencyGraph	class	2	0	DependencyGraph,DeterministicDependencyGraph
AbstractDerivedClassListMsType	class	2	0	DerivedClassList16MsType,DerivedClassListMsType
AbstractDetailsPanel	class	2	0	ExtensionDetailsPanel,PluginDetailsPanel
AbstractDimensionedArrayConstBoundsLowerUpperMsType	class	2	0	DimensionedArrayConstBoundsLowerUpper16MsType,DimensionedArrayConstBoundsLowerUpperMsType
AbstractDimensionedArrayConstBoundsUpperMsType	class	2	0	DimensionedArrayConstBoundsUpper16MsType,DimensionedArrayConstBoundsUpperMsType
AbstractDimensionedArrayMsType	class	3	0	DimensionedArray16MsType,DimensionedArrayMsType,DimensionedArrayStMsType
AbstractDimensionedArrayVarBoundsLowerUpperMsType	class	2	0	DimensionedArrayVarBoundsLowerUpper16MsType,DimensionedArrayVarBoundsLowerUpperMsType
AbstractDimensionedArrayVarBoundsUpperMsType	class	2	0	DimensionedArrayVarBoundsUpper16MsType,DimensionedArrayVarBoundsUpperMsType
AbstractDirectedLongKeyIterator	class	2	0	BackwardLongKeyIterator,ForwardLongKeyIterator
AbstractDirectedRecordIterator	class	2	0	BackwardRecordIterator,ForwardRecordIterator
AbstractDockingTest	class	1009	0	AARCH64_CSpecTest,AARCH64_ilp32_CSpecTest,ARM_CSpecTest,ARM_apcs_CSpecTest,ARM_softfp_CSpecTest,ARM_v45_CSpecTest,Aarch64PcodeLibraryTest,AboutScreenShots,AbstractBSimPluginTest,AbstractBlockGraphTest,AbstractCodeBrowserNavigationTest,AbstractDataReferenceGraphTest,AbstractGhidraHeadedDebuggerIntegrationTest,AbstractLisaTest,AbstractProgramDiffTest,AbstractSarifTest,AbstractSearchAndReplaceTest,AbstractTaskTest,AbstractTracePcodeEmulatorTest,AbstractVersionControlActionTest,ActionsDialogTest,AddBlockModelTest,AddEditDialogWithNamespaceChooserTest,AddEditDialoglTest,AddViewToProjectTest,AddressBasedLocationTest,AddressCorrelationTest,AddressIndexPrimaryKeyIteratorTest,AddressInputTest,AddressKeyIteratorTest,AddressMapDB16BitTest,AddressMapDB32BitTest,AddressMapDB64BitTest,AddressMapDBTest,AddressRangeMap32BitTest,AddressRangeMap64BitTest,AddressRangeMapDBTest,AddressSetPropertyMapTest,AddressValueTest,AnalysisOptions2Test
AbstractDockingTool	class	6	0	FrontEndTool,GhidraTool,ModalPluginTool,StandAlonePluginTool,TestFrontEndTool,TestTool
AbstractDomainObjectListenerBuilder	class	1	0	DomainObjectListenerBuilder
AbstractDominanceAlgorithm	class	2	0	ChkDominanceAlgorithm,ChkPostDominanceAlgorithm
AbstractDoubleRangeFilter	class	2	0	ConfidenceFilter,ScoreFilter
AbstractDrgnTraceRmiTest	class	2	0	DrgnCommandsTest,DrgnMethodsTest
AbstractDropDownTextFieldTest	class	3	0	DataTypeSelectionTextFieldTest,DropDownSelectionTextFieldTest,DropDownTextFieldTest
AbstractDualDecompilerTest	class	1	0	DualDecompilerActionTest
AbstractDwarfEHDecoder	class	0	0	
AbstractDynamicTableColumn	class	80	0	AddressRangeBytesTableColumn,AddressRangeCodeUnitTableColumn,AddressSizeProjectDataColumn,AddressTableColumn,AddressTableDataTableColumn,AddressTableLengthTableColumn,BinaryColumnAdapter,BooleanColumnAdapter,ByteColumnAdapter,ByteCountProgramLocationBasedTableColumn,BytesTableColumn,CodeUnitTableColumn,ColumnDisplayDynamicTableColumnAdapter,CompilerProjectDataColumn,CreatedWithProjectDataColumn,CreationDateProjectDataColumn,DirDataDateColumn,DirDataNameColumn,DirDataSizeColumn,DirDataTimeColumn,DirDataTypeColumn,DomainFileSizeProjectDataColumn,EOLCommentTableColumn,EndianProjectDataColumn,EnumeratedDynamicTableColumn,ExecutablePathProjectDataColumn,FormatProjectDataColumn,FunctionBodySizeTableColumn,FunctionCallingConventionTableColumn,FunctionLocalStackSizeColumn,FunctionNameTableColumn,FunctionParameterCountTableColumn,FunctionParameterStackSizeColumn,FunctionPurgeTableColumn,FunctionSignatureTableColumn,FunctionTagTableColumn,IntegerColumnAdapter,IsFunctionCustomStorageTableColumn,IsFunctionInlineTableColumn,IsFunctionNonReturningTableColumn
AbstractDynamicTableColumnStub	class	12	0	BinaryColumnAdapter,BooleanColumnAdapter,ByteColumnAdapter,DirDataDateColumn,DirDataNameColumn,DirDataSizeColumn,DirDataTimeColumn,DirDataTypeColumn,IntegerColumnAdapter,LongColumnAdapter,ShortColumnAdapter,StringColumnAdapter
AbstractEHTest	class	3	0	EH32CreateCmdTest,EH64CreateCmdTest,EHModelTest
AbstractEditFunctionSignatureDialog	class	1	0	EditFunctionSignatureDialog
AbstractEditorTest	class	48	0	DataTypeParserTest,PositiveStackEditorEnablementTest,PositiveStackEditorProviderTest,StackEditorActions1Test,StackEditorActions2Test,StackEditorActions3Test,StackEditorActions4Test,StackEditorCellEditTest,StackEditorDnDTest,StackEditorEnablementTest,StackEditorProvider1Test,StructureEditorAlignmentTest,StructureEditorArchiveTest,StructureEditorFlexAlignmentTest,StructureEditorLockedActions1Test,StructureEditorLockedActions2Test,StructureEditorLockedActions3Test,StructureEditorLockedActions4Test,StructureEditorLockedActions5Test,StructureEditorLockedCellEditTest,StructureEditorLockedDnDTest,StructureEditorLockedEnablementTest,StructureEditorNotifiedTest,StructureEditorProviderTest,StructureEditorUnlockedActions1Test,StructureEditorUnlockedActions2Test,StructureEditorUnlockedActions3Test,StructureEditorUnlockedActions4Test,StructureEditorUnlockedActions5Test,StructureEditorUnlockedActions6Test,StructureEditorUnlockedCellEdit1Test,StructureEditorUnlockedCellEdit2Test,StructureEditorUnlockedDnD1Test,StructureEditorUnlockedDnD2Test,StructureEditorUnlockedDnD3Test,StructureEditorUnlockedDnD4Test,StructureEditorUnlockedEnablementTest,UnionEditorActions1Test,UnionEditorActions2Test,UnionEditorActions3Test
AbstractElfRelocationHandler	class	22	1	AARCH64_ElfRelocationHandler,ARM_ElfRelocationHandler,AVR32_ElfRelocationHandler,AVR8_ElfRelocationHandler,Hexagon_ElfRelocationHandler,Loongarch_ElfRelocationHandler,MIPS_ElfRelocationHandler,MSP430X_ElfRelocationHandler,MSP430_ElfRelocationHandler,NDS32_ElfRelocationHandler,PIC30_ElfRelocationHandler,PowerPC64_ElfRelocationHandler,PowerPC_ElfRelocationHandler,RISCV_ElfRelocationHandler,SH_ElfRelocationHandler,SPARC64_ElfRelocationHandler,SPARC_ElfRelocationHandler,Tricore_ElfRelocationHandler,X86_32_ElfRelocationHandler,X86_64_ElfRelocationHandler,Xtensa_ElfRelocationHandler,eBPF_ElfRelocationHandler
AbstractEmuLinuxSyscallUseropLibrary	class	4	0	EmuLinuxAmd64SyscallUseropLibrary,EmuLinuxX86SyscallUseropLibrary,SymZ3LinuxAmd64SyscallLibrary,TaintFileReadsLinuxAmd64SyscallLibrary
AbstractEmuUnixFile	class	0	0	
AbstractEmuUnixFileSystem	class	3	0	BytesEmuUnixFileSystem,SymZ3EmuUnixFileSystem,TaintEmuUnixFileSystem
AbstractEmuUnixSyscallUseropLibrary	class	4	0	EmuLinuxAmd64SyscallUseropLibrary,EmuLinuxX86SyscallUseropLibrary,SymZ3LinuxAmd64SyscallLibrary,TaintFileReadsLinuxAmd64SyscallLibrary
AbstractEmulationEquivalenceTest	class	3	0	HexagonPcodeUseropLibraryTest,PpcPcodeUseropLibraryTest,TricorePcodeUseropLibraryTest
AbstractEnumEditorUndoRedoTest	class	3	0	FileArchiveEnumEditorUndoRedoTest,ProgramEnumEditorUndoRedoTest,ProjectArchiveEnumEditorUndoRedoTest
AbstractEnumMsType	class	4	0	Enum16MsType,Enum19MsType,EnumMsType,EnumStMsType
AbstractEnumerateMsType	class	2	0	EnumerateMsType,EnumerateStMsType
AbstractErrDialog	class	2	0	ErrLogDialog,ErrLogExpandableDialog
AbstractExplorationGraph	class	1	0	DataExplorationGraph
AbstractExpressionMatcher	class	6	0	AnyMatcher,BinaryExpressionMatcher,ConstantValueMatcher,FieldSizeMatcher,OperandValueMatcher,UnaryExpressionMatcher
AbstractExpressionSolver	class	18	0	AndExpressionSolver,ConstantValueSolver,ContextFieldSolver,DivExpressionSolver,EndInstructionValueSolver,LeftShiftExpressionSolver,MinusExpressionSolver,MultExpressionSolver,Next2InstructionValueSolver,NotExpressionSolver,OperandValueSolver,OrExpressionSolver,PlusExpressionSolver,RightShiftExpressionSolver,StartInstructionValueSolver,SubExpressionSolver,TokenFieldSolver,XorExpressionSolver
AbstractExtWriter	class	20	0	SarifBookmarkWriter,SarifClassesNamespaceWriter,SarifCodeWriter,SarifCommentWriter,SarifDataWriter,SarifEntryPointWriter,SarifEquateRefWriter,SarifEquateWriter,SarifExternalLibraryWriter,SarifFunctionWriter,SarifKeyValueWriter,SarifLogicalLocationWriter,SarifMemoryMapWriter,SarifPropertyListWriter,SarifPropertyMapWriter,SarifReferenceWriter,SarifRegisterValueWriter,SarifRelocationWriter,SarifSymbolWriter,SarifTreeWriter
AbstractExternalMergerTest	class	11	0	ExternalFunctionMergeManagerTest,ExternalFunctionMerger1Test,ExternalFunctionMerger2Test,ExternalMergerAddTest,ExternalMergerChangeTest,ExternalMergerRemoveTest,ExternalMergerTest,ExternalUseForAllTest,FunctionMergerThunk2Test,FunctionMergerThunkTest,RefMergerExtTest
AbstractFGLayout	class	2	0	DecompilerNestedLayout,JgtNamedLayout
AbstractFgAction	class	1	0	FgResetGraphAction
AbstractFieldListMsType	class	2	0	FieldList16MsType,FieldListMsType
AbstractFileExtractorTask	class	2	0	GFileSystemExtractAllTask,RestoreTask
AbstractFileListFlavorHandler	class	2	0	JavaFileListHandler,LinuxFileUrlHandler
AbstractFileSystem	class	17	1	CoffArchiveFileSystem,CpioFileSystem,DmgClientFileSystem,DyldCacheFileSystem,Ext4FileSystem,HFSPlusFileSystem,ISO9660FileSystem,Img3FileSystem,MachoFileSetFileSystem,Omf51ArchiveFileSystem,OmfArchiveFileSystem,SevenZipFileSystem,SquashFileSystem,TarFileSystem,YAFFS2FileSystem,ZipFileSystem,ZipFileSystemBuiltin
AbstractFilteringVisualGraphTest	class	2	0	FilterVerticesJobTest,FilteredVisualGraphTest
AbstractFindReferencesDataTypeAction	class	1	0	FindReferencesToDataTypeAction
AbstractFindReferencesToAddressAction	class	1	0	FindReferencesToAddressAction
AbstractFindReferencesToFieldAction	class	2	0	FindReferencesToEnumFieldAction,FindReferencesToFieldByNameOrOffsetAction
AbstractFlatDebuggerAPITest	class	2	0	DeadFlatDebuggerAPITest,FlatDebuggerRmiAPITest
AbstractFloatDataType	class	8	1	DoubleDataType,Float10DataType,Float16DataType,Float2DataType,Float4DataType,Float8DataType,FloatDataType,LongDoubleDataType
AbstractFlowChartLayout	class	1	0	FGFlowChartLayout
AbstractFlowChartLayoutTest	class	2	0	FlowChartLayoutTest,LeftAlignedFlowChartLayoutTest
AbstractFollowFlowTest	class	3	0	FollowDelaySlotFlowTest,FollowFlowBackwardTest,FollowFlowForwardTest
AbstractFrameSection	class	2	0	DebugFrameSection,EhFrameSection
AbstractFriendClassMsType	class	2	0	FriendClass16MsType,FriendClassMsType
AbstractFriendFunctionMsType	class	3	0	FriendFunction16MsType,FriendFunctionMsType,FriendFunctionStMsType
AbstractFunctionComparisonApplyAction	class	3	0	EmptySignatureApplyAction,FunctionNameApplyAction,SignatureWithDatatypesApplyAction
AbstractFunctionComparisonModel	class	2	0	AnyToAnyFunctionComparisonModel,MatchedFunctionComparisonModel
AbstractFunctionGraphTest	class	7	0	FunctionGraphCacheTest,FunctionGraphGroupVertices1Test,FunctionGraphGroupVertices2Test,FunctionGraphGroupVertices3Test,FunctionGraphPlugin1Test,FunctionGraphPlugin2Test,FunctionGraphPluginScreenShots
AbstractFunctionGraphTransitionJob	class	2	0	GroupVertexFunctionGraphJob,UngroupVertexFunctionGraphJob
AbstractFunctionGraphVertex	class	2	0	GroupedFunctionGraphVertex,ListingFunctionGraphVertex
AbstractFunctionHasher	class	3	0	ExactBytesFunctionHasher,ExactInstructionsFunctionHasher,ExactMnemonicsFunctionHasher
AbstractFunctionListMsSymbol	class	2	0	CalleesMsSymbol,CallersMsSymbol
AbstractFunctionMerger	class	2	0	ExternalFunctionMerger,FunctionMerger
AbstractFunctionParameterMarkupItemTest	class	0	0	
AbstractFunctionSignatureMarkupTest	class	8	0	ForceApplyOfExcludedMarkupTest,FunctionSignatureDifferentParameterCountMarkupOptionsTest,FunctionSignatureMarkupOptionsTest,FunctionSignatureMarkupParameterName1Test,FunctionSignatureMarkupParameterName2Test,FunctionSignatureMarkupTest,FunctionSignatureSameParameterCountMarkupOptions1Test,FunctionSignatureSameParameterCountMarkupOptions2Test
AbstractFunctionTypeApplier	class	2	0	MemberFunctionTypeApplier,ProcedureTypeApplier
AbstractGCellRenderer	class	47	0	BSimStatusRenderer,CodeUnitTableCellRenderer,CompositeGhidraTableCellRenderer,ConsoleActionsCellRenderer,CustomToStringCellRenderer,DataTypeCellRenderer,DebuggerBreakpointStateTableCellRenderer,DefaultTableCellRendererWrapper,DefaultTimestampRenderer,EnumIconColumnRenderer,FileListCellRenderer,FileTableCellRenderer,GBooleanCellRenderer,GComboBoxCellRenderer,GListCellRenderer,GTableCellRenderer,GTreeTableCellRenderer,GenericDateCellRenderer,GhidraTableCellRenderer,HexDefaultGColumnRenderer,HtmlCellRenderer,IconButtonTableCellRenderer,InstructionTableCellRenderer,LogLevelTableCellRenderer,LongRenderer,MarkupItemRenderer,MarkupItemStatusRenderer,MarkupItemValueRenderer,MatchMarkupStatusBatteryRenderer,MatchMarkupStatusRenderer,MatchStatusRenderer,MatchTableRenderer,MonospaceCellRenderer,MonospacedByteRenderer,MultipleLabelsRenderer,PreviewDataTableCellRenderer,QuickFixStatusRenderer,RelatedMatchRenderer,SpanSetTableCellRenderer,SpanTableCellRenderer
AbstractGColumnRenderer	class	17	0	BSimStatusRenderer,CodeUnitTableCellRenderer,CustomToStringCellRenderer,DebuggerBreakpointStateTableCellRenderer,DefaultTimestampRenderer,EnumIconColumnRenderer,HexDefaultGColumnRenderer,HtmlCellRenderer,LongRenderer,MatchMarkupStatusBatteryRenderer,MonospaceCellRenderer,MonospacedByteRenderer,PreviewDataTableCellRenderer,SpanSetTableCellRenderer,SpanTableCellRenderer,TracePathColumnRenderer,TraceValueColumnRenderer
AbstractGTableModel	class	112	0	AddressArrayTableModel,AddressRangeTableModel,AddressSetTableModel,AnalysisEnablementTableModel,AnyObjectTableModel,AutoTableDisassemblerModel,BSimApplyResultsTableModel,BSimExecutablesSummaryModel,BSimMatchResultsModel,BSimOverviewModel,BSimServerTableModel,BatchImportTableModel,BookmarkTableModel,BsfvTableModel,BundleStatusTableModel,ByteSequenceTableModel,CharsetTableModel,CheckoutsTableModel,ChecksumTableModel,ClosedPatternTableModel,CommentTableModel,CustomLoadingAddressTableModel,DataTableModel,DataTypeSyncTableModel,DbSmallTableModel,DebouncedRowWrappedEnumeratedColumnTableModel,DebuggerVariableViewerModel,DecompilerTextFinderTableModel,DefaultEnumeratedColumnProgramTableModel,DefaultEnumeratedColumnTableModel,DefinedStringsTableModel,DirectoryTableModel,DisassembledByteSequenceTableModel,DynamicTableModel,EditReferencesModel,EmptyThreadedTableModel,EncodedStringsTableModel,EnumTableModel,EquateReferenceTableModel,EquateTableModel
AbstractGTest	class	1457	0	AARCH64BEAssemblyTest,AARCH64_CSpecTest,AARCH64_ilp32_CSpecTest,AArch64ProtoModelTest,ARMAssemblyTest,ARMBEAssemblyTest,ARM_CSpecTest,ARM_apcs_CSpecTest,ARM_softfp_CSpecTest,ARM_v45_CSpecTest,AVR32AssemblyTest,AVR8AssemblyTest,Aarch64PcodeLibraryTest,AboutScreenShots,AbstractBSimPluginTest,AbstractBlockGraphTest,AbstractCodeBrowserNavigationTest,AbstractCreateDataTypeModelTest,AbstractDataReferenceGraphTest,AbstractEHTest,AbstractEmulationEquivalenceTest,AbstractGhidraHeadedDebuggerIntegrationTest,AbstractGuiTest,AbstractJitTest,AbstractLisaTest,AbstractProgramDiffTest,AbstractProtoModelTest,AbstractRttiTest,AbstractSarifTest,AbstractSearchAndReplaceTest,AbstractSourceFileTest,AbstractTaskTest,AbstractTracePcodeEmulatorTest,AbstractVersionControlActionTest,AccessibleFieldTest,ActionsDialogTest,AcyclicCallGraphBuilderTest,AddBlockModelTest,AddEditDialogWithNamespaceChooserTest,AddEditDialoglTest
AbstractGTrableRowModel	class	2	0	DataTrableRowModel,DefaultGTrableRowModel
AbstractGdbTraceRmiTest	class	3	0	GdbCommandsTest,GdbHooksTest,GdbMethodsTest
AbstractGenericTest	class	1414	0	AARCH64BEAssemblyTest,AARCH64_CSpecTest,AARCH64_ilp32_CSpecTest,AArch64ProtoModelTest,ARMAssemblyTest,ARMBEAssemblyTest,ARM_CSpecTest,ARM_apcs_CSpecTest,ARM_softfp_CSpecTest,ARM_v45_CSpecTest,AVR32AssemblyTest,AVR8AssemblyTest,Aarch64PcodeLibraryTest,AboutScreenShots,AbstractBSimPluginTest,AbstractBlockGraphTest,AbstractCodeBrowserNavigationTest,AbstractCreateDataTypeModelTest,AbstractDataReferenceGraphTest,AbstractEHTest,AbstractEmulationEquivalenceTest,AbstractGhidraHeadedDebuggerIntegrationTest,AbstractGuiTest,AbstractLisaTest,AbstractProgramDiffTest,AbstractProtoModelTest,AbstractRttiTest,AbstractSarifTest,AbstractSearchAndReplaceTest,AbstractSourceFileTest,AbstractTaskTest,AbstractTracePcodeEmulatorTest,AbstractVersionControlActionTest,AccessibleFieldTest,ActionsDialogTest,AcyclicCallGraphBuilderTest,AddBlockModelTest,AddEditDialogWithNamespaceChooserTest,AddEditDialoglTest,AddLabelCmdTest
AbstractGhidraColumnRenderer	class	7	0	ConsoleActionsCellRenderer,IconButtonTableCellRenderer,MarkupItemStatusRenderer,MarkupItemValueRenderer,MatchMarkupStatusRenderer,MultipleLabelsRenderer,QuickFixStatusRenderer
AbstractGhidraHeadedDebuggerIntegrationTest	class	25	0	DbgEngConnectorsTest,DeadFlatDebuggerAPITest,DebuggerControlPluginTest,DebuggerControlServiceGuestTest,DebuggerControlServiceTest,DebuggerCopyActionsPluginTest,DebuggerGuestTraceRegistersProviderTest,DebuggerListingProviderTest,DebuggerMemoryBytesProviderTest,DebuggerMethodActionsPluginTest,DebuggerRmiBreakpointMarkerPluginTest,DebuggerRmiBreakpointsProviderTest,DebuggerRmiLogicalBreakpointServiceTest,DebuggerRmiRegistersProviderTest,DebuggerTraceManagerServiceTest,DebuggerTraceRegistersProviderTest,DebuggerWatchesProviderTest,DrgnConnectorsTest,DynamicStaticSynchronizationPluginTest,FlatDebuggerRmiAPITest,GdbConnectorsTest,LldbConnectorsTest,TraceRmiPcodeExecTest,TraceRmiPerformanceTest,X64dbgConnectorsTest
AbstractGhidraHeadedDebuggerTest	class	80	0	AbstractGhidraHeadedDebuggerIntegrationTest,DbgEngCommandsTest,DbgEngConnectorsTest,DbgEngHooksTest,DbgEngMethodsTest,DbgEngVersionTest,DeadFlatDebuggerAPITest,DebuggerConsoleProviderTest,DebuggerControlPluginTest,DebuggerControlServiceGuestTest,DebuggerControlServiceTest,DebuggerCopyActionsPluginTest,DebuggerCopyPlanTest,DebuggerDisassemblyTest,DebuggerEmulationServiceTest,DebuggerGuestTraceRegistersProviderTest,DebuggerListingProviderTest,DebuggerManualTest,DebuggerMemoryBytesProviderTest,DebuggerMethodActionsPluginTest,DebuggerModelProviderTest,DebuggerModulesProviderTest,DebuggerPcodeStepperProviderTest,DebuggerPlatformPluginTest,DebuggerRegionsProviderTest,DebuggerRmiBreakpointMarkerPluginTest,DebuggerRmiBreakpointsProviderTest,DebuggerRmiLogicalBreakpointServiceTest,DebuggerRmiRegistersProviderTest,DebuggerStackProviderTest,DebuggerStaticMappingProviderTest,DebuggerStaticMappingServiceTest,DebuggerThreadsProviderTest,DebuggerTimeProviderTest,DebuggerTraceManagerServiceTest,DebuggerTraceRegistersProviderTest,DebuggerTraceTabPanelTest,DebuggerTraceViewDiffPluginTest,DebuggerWatchesProviderTest,DrgnCommandsTest
AbstractGhidraHeadedIntegrationTest	class	828	0	AboutScreenShots,AbstractBSimPluginTest,AbstractBlockGraphTest,AbstractCodeBrowserNavigationTest,AbstractDataReferenceGraphTest,AbstractGhidraHeadedDebuggerIntegrationTest,AbstractLisaTest,AbstractProgramDiffTest,AbstractSarifTest,AbstractSearchAndReplaceTest,AbstractVersionControlActionTest,AddBlockModelTest,AddEditDialogWithNamespaceChooserTest,AddEditDialoglTest,AddressCorrelationTest,AddressIndexPrimaryKeyIteratorTest,AddressInputTest,AddressKeyIteratorTest,AddressMapDB16BitTest,AddressMapDB32BitTest,AddressMapDB64BitTest,AddressMapDBTest,AddressRangeMap32BitTest,AddressRangeMap64BitTest,AddressRangeMapDBTest,AddressSetPropertyMapTest,AddressValueTest,AnalysisOptions2Test,AnalysisOptionsTest,AnalyzeAllOpenProgramsTaskTest,AnnotationTest,AnnotationsScreenShots,AnyToAnyFunctionComparisonModelTest,ApplyDataTypeToBrowserTest,ApplyMultipleMarkupItemsTest,ArchiveRemappedHeadedTest,ArmBranchReturnDetectionTest,ArmOffcutReferenceTest,ArmThumbChangeDisassemblyTest,ArrayLocationReferencesTest
AbstractGhidraHeadlessIntegrationTest	class	928	0	AARCH64_CSpecTest,AARCH64_ilp32_CSpecTest,ARM_CSpecTest,ARM_apcs_CSpecTest,ARM_softfp_CSpecTest,ARM_v45_CSpecTest,Aarch64PcodeLibraryTest,AboutScreenShots,AbstractBSimPluginTest,AbstractBlockGraphTest,AbstractCodeBrowserNavigationTest,AbstractDataReferenceGraphTest,AbstractGhidraHeadedDebuggerIntegrationTest,AbstractLisaTest,AbstractProgramDiffTest,AbstractSarifTest,AbstractSearchAndReplaceTest,AbstractTracePcodeEmulatorTest,AbstractVersionControlActionTest,AddBlockModelTest,AddEditDialogWithNamespaceChooserTest,AddEditDialoglTest,AddViewToProjectTest,AddressBasedLocationTest,AddressCorrelationTest,AddressIndexPrimaryKeyIteratorTest,AddressInputTest,AddressKeyIteratorTest,AddressMapDB16BitTest,AddressMapDB32BitTest,AddressMapDB64BitTest,AddressMapDBTest,AddressRangeMap32BitTest,AddressRangeMap64BitTest,AddressRangeMapDBTest,AddressSetPropertyMapTest,AddressValueTest,AnalysisOptions2Test,AnalysisOptionsTest,AnalyzeAllOpenProgramsTaskTest
AbstractGhidraLaunchShortcut	class	2	0	GhidraGuiLaunchShortcut,GhidraHeadlessLaunchShortcut
AbstractGhidraScriptMgrPluginTest	class	5	0	BundleStatusManagerTest,GhidraScriptMgrPlugin1Test,GhidraScriptMgrPlugin2Test,GhidraScriptMgrPlugin3Test,JavaScriptInfoTest
